"","sub","item","cond","seq","word","wordID","FFD","SFD","GD","TVT","nfix1","nfix2","nfixAll","regress","skip_1st","skip_total","deg","prev"
"96804",50,131,6,1,9,"shelf",NA,NA,NA,183,0,1,1,1,1,0,"20","mask"
"96818",50,132,1,57,7,"plate",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"96831",50,133,2,45,8,"drive",385,385,385,385,1,0,1,0,0,0,"0","orth"
"96879",50,136,5,90,7,"client",NA,NA,NA,147,0,1,1,1,1,0,"20","orth"
"96920",51,1,3,17,8,"hurt",286,286,286,286,1,0,1,0,0,0,"0","mask"
"96932",51,2,4,23,6,"type",271,271,271,271,1,0,1,0,0,0,"20","valid"
"96947",51,3,5,24,5,"dirt",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"96982",51,5,1,84,9,"stern",190,190,190,190,1,0,1,0,0,0,"0","valid"
"96997",51,6,2,124,8,"merge",283,283,283,283,1,0,1,0,0,0,"0","orth"
"97010",51,7,3,117,8,"surge",260,260,260,260,1,0,1,0,0,0,"0","mask"
"97028",51,8,4,109,12,"church",164,164,164,164,1,0,1,0,0,0,"20","valid"
"97061",51,10,6,112,11,"noun",260,260,260,260,1,0,1,0,0,0,"20","mask"
"97091",51,12,2,63,11,"serve",NA,NA,NA,133,0,1,1,1,1,0,"0","orth"
"97119",51,14,4,97,8,"purge",182,182,182,372,1,1,2,1,0,0,"20","valid"
"97147",51,16,6,13,11,"twirl",273,273,273,273,1,0,1,0,0,0,"20","mask"
"97159",51,17,1,72,6,"plea",155,155,155,155,1,0,1,0,0,0,"0","valid"
"97176",51,18,2,50,6,"sleeve",252,252,252,252,1,0,1,0,0,0,"0","orth"
"97187",51,19,3,136,6,"sweep",309,309,309,309,1,0,1,0,0,0,"0","mask"
"97204",51,20,4,106,10,"jerk",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"97216",51,21,5,14,9,"sneak",323,323,323,323,1,0,1,0,0,0,"20","orth"
"97230",51,22,6,29,10,"steam",227,227,227,397,1,1,2,1,0,0,"20","mask"
"97240",51,23,1,130,5,"beef",154,154,154,154,1,0,1,0,0,0,"0","valid"
"97253",51,24,2,105,6,"burst",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"97280",51,26,4,110,5,"sleek",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"97295",51,27,5,87,5,"steep",168,168,168,271,1,1,2,1,0,0,"20","orth"
"97334",51,30,2,55,4,"bleach",330,330,330,508,1,1,2,1,0,0,"0","orth"
"97362",51,32,4,78,7,"slur",339,339,339,339,1,0,1,0,0,0,"20","valid"
"97380",51,33,5,3,9,"bush",218,218,218,218,1,0,1,0,0,0,"20","orth"
"97422",51,36,2,69,7,"lisp",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"97449",51,38,4,41,8,"wild",NA,NA,NA,160,0,1,1,1,1,0,"20","valid"
"97461",51,39,5,67,8,"talc",207,207,207,207,1,0,1,0,0,0,"20","orth"
"97476",51,40,6,38,10,"team",258,258,258,258,1,0,1,0,0,0,"20","mask"
"97515",51,43,3,118,4,"chain",256,256,256,256,1,0,1,0,0,0,"0","mask"
"97543",51,45,5,21,8,"draft",284,284,284,284,1,0,1,0,0,0,"20","orth"
"97553",51,46,6,30,5,"fifth",261,NA,515,710,2,1,3,1,0,0,"20","mask"
"97571",51,47,1,62,7,"ghost",174,174,174,174,1,0,1,0,0,0,"0","valid"
"97582",51,48,2,39,5,"trust",222,222,222,222,1,0,1,0,0,0,"0","orth"
"97610",51,50,4,99,8,"clone",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"97636",51,52,6,127,6,"crack",273,273,273,273,1,0,1,0,0,0,"20","mask"
"97667",51,54,2,25,10,"cruise",207,207,207,207,1,0,1,0,0,0,"0","orth"
"97691",51,56,4,57,8,"mirth",286,286,286,621,1,1,2,1,0,0,"20","valid"
"97705",51,57,5,54,7,"swerve",242,242,242,242,1,0,1,0,0,0,"20","orth"
"97721",51,58,6,123,7,"swirl",253,253,253,253,1,0,1,0,0,0,"20","mask"
"97734",51,59,1,129,6,"smirk",206,206,206,206,1,0,1,0,0,0,"0","valid"
"97771",51,61,3,125,10,"fleece",147,NA,303,303,2,0,2,0,0,0,"0","mask"
"97785",51,62,4,122,9,"third",213,213,213,337,1,1,2,1,0,0,"20","valid"
"97797",51,63,5,18,8,"heave",199,199,199,199,1,0,1,0,0,0,"20","orth"
"97814",51,64,6,107,11,"turf",272,272,272,272,1,0,1,0,0,0,"20","mask"
"97853",51,67,3,7,7,"glee",369,369,369,369,1,0,1,0,0,0,"0","mask"
"97870",51,68,4,133,11,"gleam",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"97883",51,69,5,120,8,"tweed",272,272,272,272,1,0,1,0,0,0,"20","orth"
"97911",51,71,1,85,7,"nerve",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"97921",51,72,2,58,5,"youth",396,396,396,396,1,0,1,0,0,0,"0","orth"
"97933",51,73,3,108,7,"sleet",186,186,186,625,1,2,3,1,0,0,"0","mask"
"97945",51,74,4,34,6,"coil",176,176,176,333,1,1,2,1,0,0,"20","valid"
"97958",51,75,5,22,4,"dean",198,198,198,198,1,0,1,0,0,0,"20","orth"
"97975",51,76,6,100,7,"glean",209,209,209,354,1,1,2,1,0,0,"20","mask"
"97988",51,77,1,46,7,"tech",231,231,231,231,1,0,1,0,0,0,"0","valid"
"98003",51,78,2,28,8,"thirst",261,261,261,261,1,0,1,0,0,0,"0","orth"
"98015",51,79,3,36,10,"clean",292,292,292,292,1,0,1,0,0,0,"0","mask"
"98028",51,80,4,64,7,"nurse",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"98046",51,81,5,12,11,"cheat",233,233,233,233,1,0,1,0,0,0,"20","orth"
"98088",51,84,2,53,7,"terse",166,166,166,605,1,2,3,1,0,0,"0","orth"
"98132",51,87,5,37,10,"sheen",262,262,262,262,1,0,1,0,0,0,"20","orth"
"98164",51,89,1,4,10,"cease",NA,NA,NA,395,0,1,1,1,1,0,"0","valid"
"98174",51,90,2,89,5,"weep",455,455,455,455,1,0,1,0,0,0,"0","orth"
"98187",51,91,3,35,5,"meek",399,399,399,399,1,0,1,0,0,0,"0","mask"
"98204",51,92,4,27,9,"keep",222,222,222,222,1,0,1,0,0,0,"20","valid"
"98220",51,93,5,52,9,"neat",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"98294",51,98,4,119,10,"seethe",192,192,192,192,1,0,1,0,0,0,"20","valid"
"98301",51,99,5,92,4,"work",244,244,244,244,1,0,1,0,0,0,"20","orth"
"98331",51,101,1,56,5,"prove",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"98347",51,102,2,101,8,"churn",263,263,263,263,1,0,1,0,0,0,"0","orth"
"98359",51,103,3,19,8,"bump",271,271,271,271,1,0,1,0,0,0,"0","mask"
"98376",51,104,4,75,11,"nine",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"98388",51,105,5,81,6,"horn",214,214,214,361,1,1,2,1,0,0,"20","orth"
"98413",51,107,1,131,8,"spit",241,241,241,241,1,0,1,0,0,0,"0","valid"
"98426",51,108,2,115,6,"rake",263,263,263,263,1,0,1,0,0,0,"0","orth"
"98441",51,109,3,9,6,"reap",253,253,253,373,1,1,2,1,0,0,"0","mask"
"98469",51,111,5,61,6,"noon",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"98524",51,115,3,121,8,"chalk",348,348,348,348,1,0,1,0,0,0,"0","mask"
"98536",51,116,4,33,7,"claim",222,222,222,222,1,0,1,0,0,0,"20","valid"
"98561",51,118,6,10,6,"flake",313,313,313,313,1,0,1,0,0,0,"20","mask"
"98592",51,120,2,26,7,"frame",172,172,172,172,1,0,1,0,0,0,"0","orth"
"98606",51,121,3,104,8,"glade",NA,NA,NA,338,0,1,1,1,1,0,"0","mask"
"98618",51,122,4,44,6,"truth",253,253,253,253,1,0,1,0,0,0,"20","valid"
"98647",51,124,6,43,8,"sweet",243,243,243,243,1,0,1,0,0,0,"20","mask"
"98674",51,126,2,42,9,"strut",182,182,182,182,1,0,1,0,0,0,"0","orth"
"98688",51,127,3,49,9,"speed",420,420,420,420,1,0,1,0,0,0,"0","mask"
"98713",51,129,5,47,5,"prone",238,238,238,518,1,1,2,1,0,0,"20","orth"
"98732",51,130,6,73,12,"marsh",243,243,243,243,1,0,1,0,0,0,"20","mask"
"98746",51,131,1,88,9,"shelf",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"98760",51,132,2,31,7,"plate",199,199,199,501,1,1,2,1,0,0,"0","orth"
"98773",51,133,3,48,8,"drive",262,262,262,262,1,0,1,0,0,0,"0","mask"
"98787",51,134,4,98,6,"flinch",263,263,263,263,1,0,1,0,0,0,"20","valid"
"98803",51,135,5,94,6,"clench",309,309,309,491,1,1,2,1,0,0,"20","orth"
"98821",51,136,6,91,7,"client",305,305,305,305,1,0,1,0,0,0,"20","mask"
"98832",51,137,1,20,5,"slouch",259,NA,373,373,2,0,2,0,0,0,"0","valid"
"98875",52,2,5,29,6,"type",226,226,226,226,1,0,1,0,0,0,"20","orth"
"98890",52,3,6,109,5,"dirt",218,NA,329,329,2,0,2,0,0,0,"20","mask"
"98908",52,4,1,110,8,"purse",177,177,177,177,1,0,1,0,0,0,"0","valid"
"98925",52,5,2,111,9,"stern",273,273,273,273,1,0,1,0,0,0,"0","orth"
"98971",52,8,5,112,12,"church",196,196,196,196,1,0,1,0,0,0,"20","orth"
"98990",52,9,6,52,14,"burp",NA,NA,NA,203,0,1,1,1,1,0,"20","mask"
"99003",52,10,1,82,11,"noun",278,NA,383,383,2,0,2,0,0,0,"0","valid"
"99014",52,11,2,55,5,"skirt",221,221,221,221,1,0,1,0,0,0,"0","orth"
"99034",52,12,3,32,11,"serve",192,192,192,192,1,0,1,0,0,0,"0","mask"
"99043",52,13,4,58,5,"worst",191,191,191,191,1,0,1,0,0,0,"20","valid"
"99062",52,14,5,42,8,"purge",187,187,187,579,1,2,3,1,0,0,"20","orth"
"99073",52,15,6,31,4,"term",202,202,202,390,1,1,2,1,0,0,"20","mask"
"99104",52,17,2,35,6,"plea",187,187,187,187,1,0,1,0,0,0,"0","orth"
"99121",52,18,3,41,6,"sleeve",307,307,307,307,1,0,1,0,0,0,"0","mask"
"99131",52,19,4,20,6,"sweep",240,240,240,398,1,1,2,1,0,0,"20","valid"
"99148",52,20,5,85,10,"jerk",NA,NA,NA,211,0,1,1,1,1,0,"20","orth"
"99161",52,21,6,81,9,"sneak",250,250,250,250,1,0,1,0,0,0,"20","mask"
"99175",52,22,1,33,10,"steam",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"99185",52,23,2,80,5,"beef",222,222,222,222,1,0,1,0,0,0,"0","orth"
"99197",52,24,3,12,6,"burst",241,NA,420,420,2,0,2,0,0,0,"0","mask"
"99209",52,25,4,121,5,"bleak",402,402,402,402,1,0,1,0,0,0,"20","valid"
"99224",52,26,5,72,5,"sleek",222,222,222,222,1,0,1,0,0,0,"20","orth"
"99239",52,27,6,103,5,"steep",NA,NA,NA,130,0,1,1,1,1,0,"20","mask"
"99253",52,28,1,78,5,"veal",183,NA,604,604,2,0,2,0,0,0,"0","valid"
"99269",52,29,2,124,8,"cleave",194,194,194,194,1,0,1,0,0,0,"0","orth"
"99278",52,30,3,25,4,"bleach",177,177,177,449,1,2,3,1,0,0,"0","mask"
"99291",52,31,4,4,6,"shrew",223,223,223,428,1,1,2,1,0,0,"20","valid"
"99307",52,32,5,104,7,"slur",295,295,295,295,1,0,1,0,0,0,"20","orth"
"99325",52,33,6,107,9,"bush",225,225,225,551,1,2,3,1,0,0,"20","mask"
"99339",52,34,1,45,7,"cold",179,179,179,179,1,0,1,0,0,0,"0","valid"
"99354",52,35,2,105,8,"part",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"99367",52,36,3,51,7,"lisp",146,NA,467,1996,2,3,5,1,0,0,"0","mask"
"99383",52,37,4,7,11,"herd",NA,NA,NA,180,0,1,1,1,1,0,"20","valid"
"99394",52,38,5,77,8,"wild",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"99421",52,40,1,27,10,"team",224,224,224,224,1,0,1,0,0,0,"0","valid"
"99435",52,41,2,114,6,"step",218,218,218,417,1,1,2,1,0,0,"0","orth"
"99451",52,42,3,8,8,"blunt",265,265,265,352,1,1,2,1,0,0,"0","mask"
"99460",52,43,4,9,4,"chain",183,183,183,359,1,1,2,1,0,0,"20","valid"
"99474",52,44,5,118,7,"death",185,185,185,185,1,0,1,0,0,0,"20","orth"
"99488",52,45,6,94,8,"draft",187,187,187,187,1,0,1,0,0,0,"20","mask"
"99498",52,46,1,19,5,"fifth",161,161,161,161,1,0,1,0,0,0,"0","valid"
"99527",52,48,3,40,5,"trust",238,238,238,238,1,0,1,0,0,0,"0","mask"
"99555",52,50,5,79,8,"clone",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"99572",52,51,6,6,11,"knife",279,279,279,279,1,0,1,0,0,0,"20","mask"
"99581",52,52,1,132,6,"crack",193,193,193,193,1,0,1,0,0,0,"0","valid"
"99594",52,53,2,137,6,"flask",256,256,256,256,1,0,1,0,0,0,"0","orth"
"99612",52,54,3,65,10,"cruise",230,230,230,738,1,1,2,1,0,0,"0","mask"
"99624",52,55,4,17,9,"flirt",183,183,183,183,1,0,1,0,0,0,"20","valid"
"99649",52,57,6,87,7,"swerve",189,189,189,452,1,1,2,1,0,0,"20","mask"
"99665",52,58,1,98,7,"swirl",172,172,172,172,1,0,1,0,0,0,"0","valid"
"99694",52,60,3,49,5,"speak",250,NA,374,1346,2,3,5,1,0,0,"0","mask"
"99715",52,61,4,64,10,"fleece",255,255,255,255,1,0,1,0,0,0,"20","valid"
"99729",52,62,5,14,9,"third",310,310,310,310,1,0,1,0,0,0,"20","orth"
"99758",52,64,1,26,11,"turf",169,169,169,317,1,1,2,1,0,0,"0","valid"
"99770",52,65,2,135,8,"teeth",193,193,193,551,1,1,2,1,0,0,"0","orth"
"99784",52,66,3,47,7,"hurl",268,NA,649,649,3,0,3,0,0,0,"0","mask"
"99797",52,67,4,5,7,"glee",209,209,209,209,1,0,1,0,0,0,"20","valid"
"99814",52,68,5,50,11,"gleam",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"99827",52,69,6,120,8,"tweed",312,312,312,312,1,0,1,0,0,0,"20","mask"
"99845",52,70,1,125,13,"lynch",152,152,152,328,1,1,2,1,0,0,"0","valid"
"99865",52,72,3,56,5,"youth",179,NA,358,572,2,1,3,1,0,0,"0","mask"
"99889",52,74,5,91,6,"coil",192,192,192,192,1,0,1,0,0,0,"20","orth"
"99902",52,75,6,37,4,"dean",183,183,183,444,1,2,3,1,0,0,"20","mask"
"99919",52,76,1,15,7,"glean",236,NA,406,622,2,1,3,1,0,0,"0","valid"
"99932",52,77,2,59,7,"tech",NA,NA,NA,260,0,1,1,1,1,0,"0","orth"
"99948",52,78,3,117,8,"thirst",221,NA,478,691,2,1,3,1,0,0,"0","mask"
"99960",52,79,4,128,10,"clean",234,234,234,234,1,0,1,0,0,0,"20","valid"
"99973",52,80,5,116,7,"nurse",192,192,192,192,1,0,1,0,0,0,"20","orth"
"99991",52,81,6,100,11,"cheat",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"100004",52,82,1,24,9,"cheek",154,154,154,154,1,0,1,0,0,0,"0","valid"
"100033",52,84,3,60,7,"terse",264,NA,488,971,2,2,4,1,0,0,"0","mask"
"100046",52,85,4,83,7,"fern",180,180,180,180,1,0,1,0,0,0,"20","valid"
"100059",52,86,5,21,5,"deal",253,253,253,427,1,1,2,1,0,0,"20","orth"
"100094",52,88,1,10,12,"lynx",351,351,351,351,1,0,1,0,0,0,"0","valid"
"100108",52,89,2,89,10,"cease",172,172,172,172,1,0,1,0,0,0,"0","orth"
"100118",52,90,3,113,5,"weep",230,230,230,350,1,1,2,1,0,0,"0","mask"
"100148",52,92,5,106,9,"keep",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"100164",52,93,6,61,9,"neat",NA,NA,NA,175,0,1,1,1,1,0,"20","mask"
"100175",52,94,1,115,6,"gross",262,NA,510,510,2,0,2,0,0,0,"0","valid"
"100192",52,95,2,76,8,"whirl",408,408,408,408,1,0,1,0,0,0,"0","orth"
"100276",52,101,2,75,5,"prove",177,177,177,177,1,0,1,0,0,0,"0","orth"
"100292",52,102,3,93,8,"churn",214,NA,356,356,2,0,2,0,0,0,"0","mask"
"100303",52,103,4,18,8,"bump",NA,NA,NA,211,0,1,1,1,1,0,"20","valid"
"100332",52,105,6,44,6,"horn",194,194,194,194,1,0,1,0,0,0,"20","mask"
"100344",52,106,1,96,7,"sash",319,319,319,319,1,0,1,0,0,0,"0","valid"
"100357",52,107,2,53,8,"spit",236,236,236,236,1,0,1,0,0,0,"0","orth"
"100371",52,108,3,97,6,"rake",221,221,221,336,1,1,2,1,0,0,"0","mask"
"100386",52,109,4,43,6,"reap",180,180,180,180,1,0,1,0,0,0,"20","valid"
"100414",52,111,6,28,6,"noon",192,192,192,874,1,4,5,1,0,0,"20","mask"
"100428",52,112,1,131,4,"musk",194,194,194,194,1,0,1,0,0,0,"0","valid"
"100445",52,113,2,63,8,"blast",420,420,420,597,1,1,2,1,0,0,"0","orth"
"100454",52,114,3,62,5,"brawl",410,410,410,549,1,1,2,1,0,0,"0","mask"
"100469",52,115,4,102,8,"chalk",269,269,269,444,1,1,2,1,0,0,"20","valid"
"100493",52,117,6,2,6,"faint",181,181,181,608,1,2,3,1,0,0,"20","mask"
"100506",52,118,1,36,6,"flake",148,148,148,294,1,1,2,1,0,0,"0","valid"
"100524",52,119,2,99,9,"flood",257,257,257,878,1,2,3,1,0,0,"0","orth"
"100538",52,120,3,101,7,"frame",426,426,426,426,1,0,1,0,0,0,"0","mask"
"100552",52,121,4,3,8,"glade",264,264,264,373,1,1,2,1,0,0,"20","valid"
"100564",52,122,5,16,6,"truth",201,201,201,201,1,0,1,0,0,0,"20","orth"
"100575",52,123,6,46,6,"trunk",179,179,179,179,1,0,1,0,0,0,"20","mask"
"100593",52,124,1,123,8,"sweet",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"100603",52,125,2,1,4,"slate",284,284,284,284,1,0,1,0,0,0,"0","orth"
"100620",52,126,3,70,9,"strut",235,235,235,1871,1,6,7,1,0,0,"0","mask"
"100634",52,127,4,57,9,"speed",198,198,198,464,1,1,2,1,0,0,"20","valid"
"100643",52,128,5,126,4,"pulse",NA,NA,NA,758,0,4,4,1,1,0,"20","orth"
"100659",52,129,6,73,5,"prone",225,225,225,642,1,1,2,1,0,0,"20","mask"
"100679",52,130,1,30,12,"marsh",159,159,159,402,1,1,2,1,0,0,"0","valid"
"100693",52,131,2,23,9,"shelf",209,209,209,209,1,0,1,0,0,0,"0","orth"
"100707",52,132,3,74,7,"plate",255,255,255,916,1,2,3,1,0,0,"0","mask"
"100720",52,133,4,54,8,"drive",198,198,198,406,1,1,2,1,0,0,"20","valid"
"100734",52,134,5,84,6,"flinch",236,236,236,571,1,2,3,1,0,0,"20","orth"
"100750",52,135,6,122,6,"clench",195,195,195,369,1,1,2,1,0,0,"20","mask"
"100768",52,136,1,95,7,"client",158,158,158,158,1,0,1,0,0,0,"0","valid"
"100779",52,137,2,48,5,"slouch",223,223,223,223,1,0,1,0,0,0,"0","orth"
"100796",52,138,3,38,9,"groove",346,346,346,1719,1,4,5,1,0,0,"0","mask"
"100810",53,1,5,113,8,"hurt",310,310,310,310,1,0,1,0,0,0,"20","orth"
"100837",53,3,1,38,5,"dirt",168,168,168,323,1,1,2,1,0,0,"0","valid"
"100871",53,5,3,51,9,"stern",302,NA,439,796,2,2,4,1,0,0,"0","mask"
"100886",53,6,4,66,8,"merge",296,296,296,464,1,1,2,1,0,0,"20","valid"
"100899",53,7,5,84,8,"surge",266,266,266,266,1,0,1,0,0,0,"20","orth"
"100917",53,8,6,37,12,"church",257,257,257,471,1,1,2,1,0,0,"20","mask"
"100936",53,9,1,107,14,"burp",NA,NA,NA,119,0,1,1,1,1,0,"0","valid"
"100961",53,11,3,42,5,"skirt",301,NA,545,718,2,1,3,1,0,0,"0","mask"
"100981",53,12,4,135,11,"serve",191,NA,304,688,2,2,4,1,0,0,"20","valid"
"101009",53,14,6,17,8,"purge",298,298,298,464,1,1,2,1,0,0,"20","mask"
"101020",53,15,1,128,4,"term",219,219,219,1044,1,3,4,1,0,0,"0","valid"
"101039",53,16,2,70,11,"twirl",219,219,219,367,1,1,2,1,0,0,"0","orth"
"101051",53,17,3,116,6,"plea",336,NA,552,552,2,0,2,0,0,0,"0","mask"
"101068",53,18,4,96,6,"sleeve",195,195,195,195,1,0,1,0,0,0,"20","valid"
"101079",53,19,5,78,6,"sweep",198,198,198,353,1,1,2,1,0,0,"20","orth"
"101096",53,20,6,112,10,"jerk",269,269,269,269,1,0,1,0,0,0,"20","mask"
"101109",53,21,1,137,9,"sneak",257,257,257,257,1,0,1,0,0,0,"0","valid"
"101123",53,22,2,109,10,"steam",202,202,202,202,1,0,1,0,0,0,"0","orth"
"101133",53,23,3,110,5,"beef",284,284,284,1075,1,2,3,1,0,0,"0","mask"
"101145",53,24,4,19,6,"burst",254,254,254,584,1,2,3,1,0,0,"20","valid"
"101157",53,25,5,59,5,"bleak",175,175,175,175,1,0,1,0,0,0,"20","orth"
"101172",53,26,6,36,5,"sleek",378,378,378,378,1,0,1,0,0,0,"20","mask"
"101187",53,27,1,75,5,"steep",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"101217",53,29,3,103,8,"cleave",268,268,268,1183,1,4,5,1,0,0,"0","mask"
"101226",53,30,4,5,4,"bleach",264,264,264,590,1,1,2,1,0,0,"20","valid"
"101255",53,32,6,82,7,"slur",297,297,297,297,1,0,1,0,0,0,"20","mask"
"101273",53,33,1,28,9,"bush",182,182,182,326,1,1,2,1,0,0,"0","valid"
"101287",53,34,2,46,7,"cold",217,217,217,381,1,1,2,1,0,0,"0","orth"
"101315",53,36,4,65,7,"lisp",NA,NA,NA,147,0,1,1,1,1,0,"20","valid"
"101331",53,37,5,32,11,"herd",382,NA,483,617,2,1,3,1,0,0,"20","orth"
"101342",53,38,6,67,8,"wild",280,280,280,280,1,0,1,0,0,0,"20","mask"
"101354",53,39,1,57,8,"talc",149,149,149,149,1,0,1,0,0,0,"0","valid"
"101369",53,40,2,1,10,"team",255,255,255,255,1,0,1,0,0,0,"0","orth"
"101408",53,43,5,101,4,"chain",216,216,216,948,1,3,4,1,0,0,"20","orth"
"101422",53,44,6,104,7,"death",250,250,250,250,1,0,1,0,0,0,"20","mask"
"101464",53,47,3,62,7,"ghost",322,322,322,322,1,0,1,0,0,0,"0","mask"
"101489",53,49,5,6,10,"spoon",329,329,329,329,1,0,1,0,0,0,"20","orth"
"101503",53,50,6,119,8,"clone",237,237,237,416,1,1,2,1,0,0,"20","mask"
"101560",53,54,4,73,10,"cruise",251,251,251,419,1,1,2,1,0,0,"20","valid"
"101573",53,55,5,106,9,"flirt",264,264,264,520,1,1,2,1,0,0,"20","orth"
"101584",53,56,6,10,8,"mirth",401,401,401,1644,1,4,5,1,0,0,"20","mask"
"101614",53,58,2,64,7,"swirl",326,326,326,721,1,3,4,1,0,0,"0","orth"
"101627",53,59,3,126,6,"smirk",357,357,357,1452,1,4,5,1,0,0,"0","mask"
"101643",53,60,4,89,5,"speak",227,227,227,227,1,0,1,0,0,0,"20","valid"
"101662",53,61,5,99,10,"fleece",199,199,199,199,1,0,1,0,0,0,"20","orth"
"101688",53,63,1,35,8,"heave",215,215,215,215,1,0,1,0,0,0,"0","valid"
"101705",53,64,2,79,11,"turf",183,NA,334,334,2,0,2,0,0,0,"0","orth"
"101717",53,65,3,80,8,"teeth",234,234,234,234,1,0,1,0,0,0,"0","mask"
"101731",53,66,4,9,7,"hurl",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"101744",53,67,5,56,7,"glee",271,271,271,362,1,1,2,1,0,0,"20","orth"
"101761",53,68,6,69,11,"gleam",267,267,267,455,1,1,2,1,0,0,"20","mask"
"101774",53,69,1,98,8,"tweed",230,230,230,646,1,1,2,1,0,0,"0","valid"
"101792",53,70,2,74,13,"lynch",NA,NA,NA,454,0,2,2,1,1,0,"0","orth"
"101802",53,71,3,23,7,"nerve",374,374,374,374,1,0,1,0,0,0,"0","mask"
"101812",53,72,4,58,5,"youth",152,152,152,152,1,0,1,0,0,0,"20","valid"
"101824",53,73,5,92,7,"sleet",336,336,336,467,1,1,2,1,0,0,"20","orth"
"101836",53,74,6,3,6,"coil",635,635,635,1062,1,2,3,1,0,0,"20","mask"
"101866",53,76,2,124,7,"glean",258,258,258,911,1,2,3,1,0,0,"0","orth"
"101879",53,77,3,120,7,"tech",303,303,303,396,1,1,2,1,0,0,"0","mask"
"101895",53,78,4,30,8,"thirst",237,237,237,237,1,0,1,0,0,0,"20","valid"
"101907",53,79,5,136,10,"clean",243,243,243,243,1,0,1,0,0,0,"20","orth"
"101920",53,80,6,127,7,"nurse",347,347,347,683,1,2,3,1,0,0,"20","mask"
"101939",53,81,1,29,11,"cheat",231,231,231,231,1,0,1,0,0,0,"0","valid"
"101952",53,82,2,40,9,"cheek",171,171,171,307,1,1,2,1,0,0,"0","orth"
"101967",53,83,3,86,9,"cleat",181,NA,360,663,2,1,3,1,0,0,"0","mask"
"101981",53,84,4,76,7,"terse",327,327,327,954,1,3,4,1,0,0,"20","valid"
"101994",53,85,5,63,7,"fern",327,327,327,734,1,2,3,1,0,0,"20","orth"
"102007",53,86,6,93,5,"deal",212,212,212,352,1,1,2,1,0,0,"20","mask"
"102025",53,87,1,60,10,"sheen",266,266,266,376,1,1,2,1,0,0,"0","valid"
"102057",53,89,3,85,10,"cease",187,187,187,290,1,1,2,1,0,0,"0","mask"
"102067",53,90,4,133,5,"weep",245,245,245,1092,1,2,3,1,0,0,"20","valid"
"102080",53,91,5,44,5,"meek",280,280,280,280,1,0,1,0,0,0,"20","orth"
"102114",53,93,1,129,9,"neat",245,245,245,938,1,3,4,1,0,0,"0","valid"
"102125",53,94,2,54,6,"gross",249,NA,387,776,2,2,4,1,0,0,"0","orth"
"102142",53,95,3,71,8,"whirl",235,235,235,325,1,1,2,1,0,0,"0","mask"
"102176",53,97,5,21,11,"worth",166,166,166,309,1,1,2,1,0,0,"20","orth"
"102188",53,98,6,39,10,"seethe",255,NA,1020,3085,3,7,10,1,0,0,"20","mask"
"102195",53,99,1,26,4,"work",181,181,181,181,1,0,1,0,0,0,"0","valid"
"102215",53,100,2,11,7,"dwarf",363,363,363,537,1,1,2,1,0,0,"0","orth"
"102241",53,102,4,108,8,"churn",243,243,243,599,1,2,3,1,0,0,"20","valid"
"102253",53,103,5,24,8,"bump",262,262,262,442,1,1,2,1,0,0,"20","orth"
"102270",53,104,6,97,11,"nine",297,297,297,297,1,0,1,0,0,0,"20","mask"
"102294",53,106,2,55,7,"sash",367,367,367,787,1,2,3,1,0,0,"0","orth"
"102307",53,107,3,77,8,"spit",281,281,281,440,1,1,2,1,0,0,"0","mask"
"102321",53,108,4,49,6,"rake",199,NA,334,334,2,0,2,0,0,0,"20","valid"
"102352",53,110,6,117,7,"plum",307,307,307,491,1,1,2,1,0,0,"20","mask"
"102364",53,111,1,87,6,"noon",297,297,297,449,1,1,2,1,0,0,"0","valid"
"102378",53,112,2,52,4,"musk",186,186,186,452,1,2,3,1,0,0,"0","orth"
"102395",53,113,3,114,8,"blast",378,378,378,378,1,0,1,0,0,0,"0","mask"
"102419",53,115,5,7,8,"chalk",308,308,308,560,1,1,2,1,0,0,"20","orth"
